route_id,service_id,trip_id,trip_headsign,direction_id,block_id
505-256,JAN17B-JANSA17-Saturday-03,44817675-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817676-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817678-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817679-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817681-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817682-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817684-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817685-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817687-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817688-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817690-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817691-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271411
505-256,JAN17B-JANSA17-Saturday-03,44817694-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817696-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817697-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817699-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817700-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817702-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817703-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817705-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817706-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817708-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817709-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817711-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817712-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817714-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817715-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817717-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817718-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817720-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817721-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817723-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271412
505-256,JAN17B-JANSA17-Saturday-03,44817726-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817727-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817729-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817730-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817732-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817733-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817735-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817736-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817738-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817739-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817741-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817742-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817744-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817745-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817747-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817748-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817750-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817751-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817753-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817754-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817756-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271413
505-256,JAN17B-JANSA17-Saturday-03,44817759-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817761-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817762-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817764-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817765-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817767-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817768-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817770-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817771-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817773-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817774-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817776-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817777-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817779-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817780-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817782-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817783-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817785-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817786-JAN17B-JANSA17-Saturday-03,"Downtown Ctre-ville",0,5271414
505-256,JAN17B-JANSA17-Saturday-03,44817788-JAN17B-JANSA17-Saturday-03,"Lac Dow Dow's Lake",1,5271414
135-256,JAN17B-JANSU17-Sunday-02,44270769-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230916
135-256,JAN17B-JANSU17-Sunday-02,44270770-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230916
135-256,JAN17B-JANSU17-Sunday-02,44270771-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230986
135-256,JAN17B-JANSU17-Sunday-02,44270772-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230986
135-256,JAN17B-JANSU17-Sunday-02,44270773-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230984
135-256,JAN17B-JANSU17-Sunday-02,44270774-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230984
135-256,JAN17B-JANSU17-Sunday-02,44270775-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230984
135-256,JAN17B-JANSU17-Sunday-02,44270776-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230941
135-256,JAN17B-JANSU17-Sunday-02,44270777-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230941
135-256,JAN17B-JANSU17-Sunday-02,44270778-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230941
135-256,JAN17B-JANSU17-Sunday-02,44270779-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230916
135-256,JAN17B-JANSU17-Sunday-02,44270780-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230916
135-256,JAN17B-JANSU17-Sunday-02,44270781-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230916
135-256,JAN17B-JANSU17-Sunday-02,44270782-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230916
135-256,JAN17B-JANSU17-Sunday-02,44270783-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230916
135-256,JAN17B-JANSU17-Sunday-02,44270784-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230986
135-256,JAN17B-JANSU17-Sunday-02,44270785-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230986
135-256,JAN17B-JANSU17-Sunday-02,44270786-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230984
135-256,JAN17B-JANSU17-Sunday-02,44270787-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230984
135-256,JAN17B-JANSU17-Sunday-02,44270788-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230984
135-256,JAN17B-JANSU17-Sunday-02,44270789-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230941
135-256,JAN17B-JANSU17-Sunday-02,44270790-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230941
135-256,JAN17B-JANSU17-Sunday-02,44270791-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230941
135-256,JAN17B-JANSU17-Sunday-02,44270792-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230941
135-256,JAN17B-JANSU17-Sunday-02,44270793-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230916
135-256,JAN17B-JANSU17-Sunday-02,44270794-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270795-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270796-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230988
135-256,JAN17B-JANSU17-Sunday-02,44270797-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230988
135-256,JAN17B-JANSU17-Sunday-02,44270798-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270799-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270800-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270801-JAN17B-JANSU17-Sunday-02,"Esprit",0,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270802-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270803-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270804-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230988
135-256,JAN17B-JANSU17-Sunday-02,44270805-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230988
135-256,JAN17B-JANSU17-Sunday-02,44270806-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270807-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270808-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270809-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230940
135-256,JAN17B-JANSU17-Sunday-02,44270810-JAN17B-JANSU17-Sunday-02,"Place d'Orléans",1,5230940
1-256,JAN17B-JANSU17-Sunday-02,44270811-JAN17B-JANSU17-Sunday-02,"South Keys",0,5230801
1-256,JAN17B-JANSU17-Sunday-02,44270812-JAN17B-JANSU17-Sunday-02,"South Keys",0,5230975
1-256,JAN17B-JANSU17-Sunday-02,44270813-JAN17B-JANSU17-Sunday-02,"South Keys",0,5230904
1-256,JAN17B-JANSU17-Sunday-02,44270814-JAN17B-JANSU17-Sunday-02,"Ottawa-Rockcliffe",1,5230904
111-256,JAN17B-JANSU17-Sunday-02,44270815-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230879
111-256,JAN17B-JANSU17-Sunday-02,44270816-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230880
111-256,JAN17B-JANSU17-Sunday-02,44270817-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230882
111-256,JAN17B-JANSU17-Sunday-02,44270818-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230880
111-256,JAN17B-JANSU17-Sunday-02,44270819-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230942
111-256,JAN17B-JANSU17-Sunday-02,44270820-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230949
7-256,JAN17B-JANSU17-Sunday-02,44270821-JAN17B-JANSU17-Sunday-02,"Carleton",0,5230843
7-256,JAN17B-JANSU17-Sunday-02,44270822-JAN17B-JANSU17-Sunday-02,"St-Laurent",1,5230843
111-256,JAN17B-JANSU17-Sunday-02,44270823-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230982
111-256,JAN17B-JANSU17-Sunday-02,44270824-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230892
111-256,JAN17B-JANSU17-Sunday-02,44270825-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230882
111-256,JAN17B-JANSU17-Sunday-02,44270826-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230789
111-256,JAN17B-JANSU17-Sunday-02,44270827-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230892
111-256,JAN17B-JANSU17-Sunday-02,44270828-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230879
111-256,JAN17B-JANSU17-Sunday-02,44270829-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230880
111-256,JAN17B-JANSU17-Sunday-02,44270830-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230882
111-256,JAN17B-JANSU17-Sunday-02,44270831-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230766
111-256,JAN17B-JANSU17-Sunday-02,44270832-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230789
111-256,JAN17B-JANSU17-Sunday-02,44270833-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230731
111-256,JAN17B-JANSU17-Sunday-02,44270834-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230990
111-256,JAN17B-JANSU17-Sunday-02,44270835-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230882
111-256,JAN17B-JANSU17-Sunday-02,44270836-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230879
172-256,JAN17B-JANSU17-Sunday-02,44270837-JAN17B-JANSU17-Sunday-02,"Lincoln Fields",0,5230794
172-256,JAN17B-JANSU17-Sunday-02,44270838-JAN17B-JANSU17-Sunday-02,"Bayshore",1,5230760
111-256,JAN17B-JANSU17-Sunday-02,44270839-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230949
111-256,JAN17B-JANSU17-Sunday-02,44270840-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230880
111-256,JAN17B-JANSU17-Sunday-02,44270841-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230949
111-256,JAN17B-JANSU17-Sunday-02,44270842-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230763
111-256,JAN17B-JANSU17-Sunday-02,44270843-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230789
111-256,JAN17B-JANSU17-Sunday-02,44270844-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230942
111-256,JAN17B-JANSU17-Sunday-02,44270845-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230882
111-256,JAN17B-JANSU17-Sunday-02,44270846-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230789
116-256,JAN17B-JANSU17-Sunday-02,44270847-JAN17B-JANSU17-Sunday-02,"Merivale",1,5230946
172-256,JAN17B-JANSU17-Sunday-02,44270848-JAN17B-JANSU17-Sunday-02,"Lincoln Fields",0,5230949
172-256,JAN17B-JANSU17-Sunday-02,44270849-JAN17B-JANSU17-Sunday-02,"Bayshore",1,5230826
111-256,JAN17B-JANSU17-Sunday-02,44270850-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230883
111-256,JAN17B-JANSU17-Sunday-02,44270851-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230905
111-256,JAN17B-JANSU17-Sunday-02,44270852-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230789
111-256,JAN17B-JANSU17-Sunday-02,44270853-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230985
111-256,JAN17B-JANSU17-Sunday-02,44270854-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230766
111-256,JAN17B-JANSU17-Sunday-02,44270855-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230789
111-256,JAN17B-JANSU17-Sunday-02,44270856-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230826
111-256,JAN17B-JANSU17-Sunday-02,44270857-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230731
111-256,JAN17B-JANSU17-Sunday-02,44270858-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230990
111-256,JAN17B-JANSU17-Sunday-02,44270859-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230882
111-256,JAN17B-JANSU17-Sunday-02,44270860-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230816
111-256,JAN17B-JANSU17-Sunday-02,44270861-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230832
111-256,JAN17B-JANSU17-Sunday-02,44270862-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230942
111-256,JAN17B-JANSU17-Sunday-02,44270863-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230879
111-256,JAN17B-JANSU17-Sunday-02,44270864-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230879
111-256,JAN17B-JANSU17-Sunday-02,44270865-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230816
111-256,JAN17B-JANSU17-Sunday-02,44270866-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230985
111-256,JAN17B-JANSU17-Sunday-02,44270867-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230789
111-256,JAN17B-JANSU17-Sunday-02,44270868-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230905
111-256,JAN17B-JANSU17-Sunday-02,44270869-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230949
111-256,JAN17B-JANSU17-Sunday-02,44270870-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230763
111-256,JAN17B-JANSU17-Sunday-02,44270871-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230968
111-256,JAN17B-JANSU17-Sunday-02,44270872-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230883
111-256,JAN17B-JANSU17-Sunday-02,44270873-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230968
111-256,JAN17B-JANSU17-Sunday-02,44270874-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230879
111-256,JAN17B-JANSU17-Sunday-02,44270875-JAN17B-JANSU17-Sunday-02,"Billings Bridge",0,5230883
111-256,JAN17B-JANSU17-Sunday-02,44270876-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230883
111-256,JAN17B-JANSU17-Sunday-02,44270877-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230905
111-256,JAN17B-JANSU17-Sunday-02,44270878-JAN17B-JANSU17-Sunday-02,"Baseline",1,5230985
172-256,JAN17B-JANSU17-Sunday-02,44270879-JAN17B-JANSU17-Sunday-02,"Lincoln Fields",0,5230999
172-256,JAN17B-JANSU17-Sunday-02,44270880-JAN17B-JANSU17-Sunday-02,"Bayshore",1,5230949
86-256,JAN17B-JANSU17-Sunday-02,44270881-JAN17B-JANSU17-Sunday-02,"Elmvale",0,5230882
118-256,JAN17B-JANSU17-Sunday-02,44270882-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5231004
118-256,JAN17B-JANSU17-Sunday-02,44270883-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230815
118-256,JAN17B-JANSU17-Sunday-02,44270884-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230974
118-256,JAN17B-JANSU17-Sunday-02,44270885-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230806
118-256,JAN17B-JANSU17-Sunday-02,44270886-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230806
118-256,JAN17B-JANSU17-Sunday-02,44270887-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230846
118-256,JAN17B-JANSU17-Sunday-02,44270888-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5231004
118-256,JAN17B-JANSU17-Sunday-02,44270889-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230815
118-256,JAN17B-JANSU17-Sunday-02,44270890-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230974
118-256,JAN17B-JANSU17-Sunday-02,44270891-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230974
118-256,JAN17B-JANSU17-Sunday-02,44270892-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230838
118-256,JAN17B-JANSU17-Sunday-02,44270893-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230846
118-256,JAN17B-JANSU17-Sunday-02,44270894-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230846
118-256,JAN17B-JANSU17-Sunday-02,44270895-JAN17B-JANSU17-Sunday-02,"Kanata",1,5231004
118-256,JAN17B-JANSU17-Sunday-02,44270896-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230805
118-256,JAN17B-JANSU17-Sunday-02,44270897-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230836
118-256,JAN17B-JANSU17-Sunday-02,44270898-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230952
118-256,JAN17B-JANSU17-Sunday-02,44270899-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230997
118-256,JAN17B-JANSU17-Sunday-02,44270900-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230997
118-256,JAN17B-JANSU17-Sunday-02,44270901-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230844
118-256,JAN17B-JANSU17-Sunday-02,44270902-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230844
118-256,JAN17B-JANSU17-Sunday-02,44270903-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230836
118-256,JAN17B-JANSU17-Sunday-02,44270904-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230952
118-256,JAN17B-JANSU17-Sunday-02,44270905-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230806
118-256,JAN17B-JANSU17-Sunday-02,44270906-JAN17B-JANSU17-Sunday-02,"Kanata",1,5231004
118-256,JAN17B-JANSU17-Sunday-02,44270907-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230844
118-256,JAN17B-JANSU17-Sunday-02,44270908-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230844
118-256,JAN17B-JANSU17-Sunday-02,44270909-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230718
118-256,JAN17B-JANSU17-Sunday-02,44270910-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5231004
118-256,JAN17B-JANSU17-Sunday-02,44270911-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230815
118-256,JAN17B-JANSU17-Sunday-02,44270912-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230913
118-256,JAN17B-JANSU17-Sunday-02,44270913-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230913
118-256,JAN17B-JANSU17-Sunday-02,44270914-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230805
118-256,JAN17B-JANSU17-Sunday-02,44270915-JAN17B-JANSU17-Sunday-02,"Hurdman",0,5230959
118-256,JAN17B-JANSU17-Sunday-02,44270916-JAN17B-JANSU17-Sunday-02,"Kanata",1,5231004
118-256,JAN17B-JANSU17-Sunday-02,44270917-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230815
118-256,JAN17B-JANSU17-Sunday-02,44270918-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230815
118-256,JAN17B-JANSU17-Sunday-02,44270919-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230997
118-256,JAN17B-JANSU17-Sunday-02,44270920-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230805
118-256,JAN17B-JANSU17-Sunday-02,44270921-JAN17B-JANSU17-Sunday-02,"Kanata",1,5230805
