route_id,service_id,trip_id,trip_headsign,direction_id,block_id
135-256,JAN17B-JANDA17-Weekday-17,44820113-JAN17B-JANDA17-Weekday-17,"Esprit",0,5271926
9-256,JAN17B-JANDA17-Weekday-17,44820114-JAN17B-JANDA17-Weekday-17,"Rideau",0,5271737
9-256,JAN17B-JANDA17-Weekday-17,44820116-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271737
121-256,JAN17B-JANDA17-Weekday-17,44820117-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271438
116-256,JAN17B-JANDA17-Weekday-17,44820118-JAN17B-JANDA17-Weekday-17,"Greenboro",0,5272730
129-256,JAN17B-JANDA17-Weekday-17,44820119-JAN17B-JANDA17-Weekday-17,"Carson's",0,5271888
129-256,JAN17B-JANDA17-Weekday-17,44820120-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271888
121-256,JAN17B-JANDA17-Weekday-17,44820121-JAN17B-JANDA17-Weekday-17,"Blair",0,5271888
148-256,JAN17B-JANDA17-Weekday-17,44820122-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272010
121-256,JAN17B-JANDA17-Weekday-17,44820123-JAN17B-JANDA17-Weekday-17,"Blair",0,5272010
18-256,JAN17B-JANDA17-Weekday-17,44820124-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272558
18-256,JAN17B-JANDA17-Weekday-17,44820125-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272558
18-256,JAN17B-JANDA17-Weekday-17,44820126-JAN17B-JANDA17-Weekday-17,"Rideau",1,5272558
14-256,JAN17B-JANDA17-Weekday-17,44820127-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272505
2-256,JAN17B-JANDA17-Weekday-17,44820128-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5272417
2-256,JAN17B-JANDA17-Weekday-17,44820129-JAN17B-JANDA17-Weekday-17,"Downtown / Ctre-ville",0,5271592
1-256,JAN17B-JANDA17-Weekday-17,44820130-JAN17B-JANDA17-Weekday-17,"South Keys",0,5272035
8-256,JAN17B-JANDA17-Weekday-17,44820131-JAN17B-JANDA17-Weekday-17,"Gatineau",1,5271934
8-256,JAN17B-JANDA17-Weekday-17,44820132-JAN17B-JANDA17-Weekday-17,"Gatineau",1,5271973
8-256,JAN17B-JANDA17-Weekday-17,44820133-JAN17B-JANDA17-Weekday-17,"Billings Bridge",0,5271973
114-256,JAN17B-JANDA17-Weekday-17,44820134-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272129
114-256,JAN17B-JANDA17-Weekday-17,44820135-JAN17B-JANDA17-Weekday-17,"Greenboro",1,5272129
8-256,JAN17B-JANDA17-Weekday-17,44820136-JAN17B-JANDA17-Weekday-17,"Billings Bridge",0,5271973
112-256,JAN17B-JANDA17-Weekday-17,44820137-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5272035
112-256,JAN17B-JANDA17-Weekday-17,44820138-JAN17B-JANDA17-Weekday-17,"Billings Bridge",1,5272035
112-256,JAN17B-JANDA17-Weekday-17,44820139-JAN17B-JANDA17-Weekday-17,"Billings Bridge",1,5272035
111-256,JAN17B-JANDA17-Weekday-17,44820140-JAN17B-JANDA17-Weekday-17,"Baseline",1,5272814
111-256,JAN17B-JANDA17-Weekday-17,44820141-JAN17B-JANDA17-Weekday-17,"Billings Bridge",0,5272814
111-256,JAN17B-JANDA17-Weekday-17,44820142-JAN17B-JANDA17-Weekday-17,"Baseline",1,5272814
112-256,JAN17B-JANDA17-Weekday-17,44820143-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5272035
86-256,JAN17B-JANDA17-Weekday-17,44820144-JAN17B-JANDA17-Weekday-17,"Baseline  Colonnade",1,5271719
156-256,JAN17B-JANDA17-Weekday-17,44820145-JAN17B-JANDA17-Weekday-17,"Viewmount",1,5271719
156-256,JAN17B-JANDA17-Weekday-17,44820146-JAN17B-JANDA17-Weekday-17,"Baseline",0,5271719
86-256,JAN17B-JANDA17-Weekday-17,44820147-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5271719
112-256,JAN17B-JANDA17-Weekday-17,44820148-JAN17B-JANDA17-Weekday-17,"Billings Bridge",1,5272035
112-256,JAN17B-JANDA17-Weekday-17,44820149-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5272035
112-256,JAN17B-JANDA17-Weekday-17,44820150-JAN17B-JANDA17-Weekday-17,"Billings Bridge",1,5272035
112-256,JAN17B-JANDA17-Weekday-17,44820151-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5272035
7-256,JAN17B-JANDA17-Weekday-17,44820152-JAN17B-JANDA17-Weekday-17,"Carleton",0,5271886
112-256,JAN17B-JANDA17-Weekday-17,44820153-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5272035
114-256,JAN17B-JANDA17-Weekday-17,44820154-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271828
112-256,JAN17B-JANDA17-Weekday-17,44820155-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5271750
298-256,JAN17B-JANDA17-Weekday-17,44820161-JAN17B-JANDA17-Weekday-17,"Conroy",1,5272309
116-256,JAN17B-JANDA17-Weekday-17,44820162-JAN17B-JANDA17-Weekday-17,"Greenboro",0,5272309
7-256,JAN17B-JANDA17-Weekday-17,44820163-JAN17B-JANDA17-Weekday-17,"Carleton",0,5272033
7-256,JAN17B-JANDA17-Weekday-17,44820164-JAN17B-JANDA17-Weekday-17,"St-Laurent",1,5272033
7-256,JAN17B-JANDA17-Weekday-17,44820165-JAN17B-JANDA17-Weekday-17,"Carleton",0,5272033
7-256,JAN17B-JANDA17-Weekday-17,44820166-JAN17B-JANDA17-Weekday-17,"St-Laurent",1,5272033
123-256,JAN17B-JANDA17-Weekday-17,44820167-JAN17B-JANDA17-Weekday-17,"Beacon Hill & Blair",0,5271677
121-256,JAN17B-JANDA17-Weekday-17,44820168-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271820
121-256,JAN17B-JANDA17-Weekday-17,44820169-JAN17B-JANDA17-Weekday-17,"Blair",0,5271820
121-256,JAN17B-JANDA17-Weekday-17,44820170-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271820
121-256,JAN17B-JANDA17-Weekday-17,44820171-JAN17B-JANDA17-Weekday-17,"Blair",0,5271820
290-256,JAN17B-JANDA17-Weekday-17,44820172-JAN17B-JANDA17-Weekday-17,"McCarthy",0,5271820
7-256,JAN17B-JANDA17-Weekday-17,44820173-JAN17B-JANDA17-Weekday-17,"St-Laurent",1,5272761
7-256,JAN17B-JANDA17-Weekday-17,44820174-JAN17B-JANDA17-Weekday-17,"Carleton",0,5272761
7-256,JAN17B-JANDA17-Weekday-17,44820175-JAN17B-JANDA17-Weekday-17,"St-Laurent",1,5271813
121-256,JAN17B-JANDA17-Weekday-17,44820176-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271820
252-256,JAN17B-JANDA17-Weekday-17,44820178-JAN17B-JANDA17-Weekday-17,"Bells Corners",1,5271680
116-256,JAN17B-JANDA17-Weekday-17,44820179-JAN17B-JANDA17-Weekday-17,"Greenboro",0,5272313
135-256,JAN17B-JANDA17-Weekday-17,44820180-JAN17B-JANDA17-Weekday-17,"Place d'Orléans",1,5271706
2-256,JAN17B-JANDA17-Weekday-17,44820181-JAN17B-JANDA17-Weekday-17,"Downtown / Ctre-ville",0,5271504
2-256,JAN17B-JANDA17-Weekday-17,44820182-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5271504
2-256,JAN17B-JANDA17-Weekday-17,44820183-JAN17B-JANDA17-Weekday-17,"Downtown / Ctre-ville",0,5271504
2-256,JAN17B-JANDA17-Weekday-17,44820184-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5271504
2-256,JAN17B-JANDA17-Weekday-17,44820185-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5271504
148-256,JAN17B-JANDA17-Weekday-17,44820186-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5271514
86-256,JAN17B-JANDA17-Weekday-17,44820187-JAN17B-JANDA17-Weekday-17,"Baseline  Colonnade",1,5271514
86-256,JAN17B-JANDA17-Weekday-17,44820188-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5271514
86-256,JAN17B-JANDA17-Weekday-17,44820189-JAN17B-JANDA17-Weekday-17,"Baseline  Colonnade",1,5272133
156-256,JAN17B-JANDA17-Weekday-17,44820190-JAN17B-JANDA17-Weekday-17,"Baseline",0,5272133
86-256,JAN17B-JANDA17-Weekday-17,44820191-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5272133
86-256,JAN17B-JANDA17-Weekday-17,44820193-JAN17B-JANDA17-Weekday-17,"Baseline  Colonnade",1,5272133
156-256,JAN17B-JANDA17-Weekday-17,44820200-JAN17B-JANDA17-Weekday-17,"Viewmount",1,5272133
146-256,JAN17B-JANDA17-Weekday-17,44820201-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271651
146-256,JAN17B-JANDA17-Weekday-17,44820202-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271651
146-256,JAN17B-JANDA17-Weekday-17,44820203-JAN17B-JANDA17-Weekday-17,"South Keys",0,5271651
146-256,JAN17B-JANDA17-Weekday-17,44820204-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271715
116-256,JAN17B-JANDA17-Weekday-17,44820205-JAN17B-JANDA17-Weekday-17,"Merivale",1,5271715
121-256,JAN17B-JANDA17-Weekday-17,44820206-JAN17B-JANDA17-Weekday-17,"Blair",0,5271820
118-256,JAN17B-JANDA17-Weekday-17,44820207-JAN17B-JANDA17-Weekday-17,"Hurdman",0,5271855
176-256,JAN17B-JANDA17-Weekday-17,44820208-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",1,5271685
159-256,JAN17B-JANDA17-Weekday-17,44820210-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",0,5271685
176-256,JAN17B-JANDA17-Weekday-17,44820211-JAN17B-JANDA17-Weekday-17,"Barrhaven Centre",0,5271685
176-256,JAN17B-JANDA17-Weekday-17,44820212-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",1,5271685
6-256,JAN17B-JANDA17-Weekday-17,44820213-JAN17B-JANDA17-Weekday-17,"Hurdman",0,5271730
9-256,JAN17B-JANDA17-Weekday-17,44820214-JAN17B-JANDA17-Weekday-17,"Rideau",0,5272385
9-256,JAN17B-JANDA17-Weekday-17,44820216-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272385
6-256,JAN17B-JANDA17-Weekday-17,44820217-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",1,5272385
150-256,JAN17B-JANDA17-Weekday-17,44820218-JAN17B-JANDA17-Weekday-17,"Lincoln Fields",1,5271869
150-256,JAN17B-JANDA17-Weekday-17,44820219-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",0,5271869
151-256,JAN17B-JANDA17-Weekday-17,44820220-JAN17B-JANDA17-Weekday-17,"Clyde",1,5271869
151-256,JAN17B-JANDA17-Weekday-17,44820221-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",0,5271869
150-256,JAN17B-JANDA17-Weekday-17,44820222-JAN17B-JANDA17-Weekday-17,"Lincoln Fields",1,5271869
176-256,JAN17B-JANDA17-Weekday-17,44820223-JAN17B-JANDA17-Weekday-17,"Barrhaven Centre",0,5271685
176-256,JAN17B-JANDA17-Weekday-17,44820224-JAN17B-JANDA17-Weekday-17,"Barrhaven Centre",0,5272076
176-256,JAN17B-JANDA17-Weekday-17,44820225-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",1,5272076
176-256,JAN17B-JANDA17-Weekday-17,44820226-JAN17B-JANDA17-Weekday-17,"Barrhaven Centre",0,5271738
176-256,JAN17B-JANDA17-Weekday-17,44820227-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",1,5271738
150-256,JAN17B-JANDA17-Weekday-17,44820228-JAN17B-JANDA17-Weekday-17,"Lincoln Fields",1,5271738
150-256,JAN17B-JANDA17-Weekday-17,44820229-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",0,5271738
159-256,JAN17B-JANDA17-Weekday-17,44820230-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",0,5271738
262-256,JAN17B-JANDA17-Weekday-17,44820231-JAN17B-JANDA17-Weekday-17,"Mackenzie King",0,5272766
85-256,JAN17B-JANDA17-Weekday-17,44820232-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5271779
97-256,JAN17B-JANDA17-Weekday-17,44820233-JAN17B-JANDA17-Weekday-17,"Airport / Aéroport",0,5272067
97-256,JAN17B-JANDA17-Weekday-17,44820234-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5272067
97-256,JAN17B-JANDA17-Weekday-17,44820235-JAN17B-JANDA17-Weekday-17,"Airport / Aéroport",0,5272813
97-256,JAN17B-JANDA17-Weekday-17,44820236-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5272813
97-256,JAN17B-JANDA17-Weekday-17,44820237-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5272813
94-256,JAN17B-JANDA17-Weekday-17,44820238-JAN17B-JANDA17-Weekday-17,"Millennium",1,5272813
97-256,JAN17B-JANDA17-Weekday-17,44820239-JAN17B-JANDA17-Weekday-17,"Airport / Aéroport",0,5272813
611-256,JAN17B-JANDA17-Weekday-17,44820240-JAN17B-JANDA17-Weekday-17,"Orléans",1,5272100
41-256,JAN17B-JANDA17-Weekday-17,44820241-JAN17B-JANDA17-Weekday-17,"Walkley",1,5272424
116-256,JAN17B-JANDA17-Weekday-17,44820242-JAN17B-JANDA17-Weekday-17,"Greenboro",0,5272085
106-256,JAN17B-JANDA17-Weekday-17,44820243-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272085
106-256,JAN17B-JANDA17-Weekday-17,44820244-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272078
106-256,JAN17B-JANDA17-Weekday-17,44820245-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272702
106-256,JAN17B-JANDA17-Weekday-17,44820246-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272702
118-256,JAN17B-JANDA17-Weekday-17,44820247-JAN17B-JANDA17-Weekday-17,"Kanata",1,5272111
118-256,JAN17B-JANDA17-Weekday-17,44820248-JAN17B-JANDA17-Weekday-17,"Hurdman",0,5271680
116-256,JAN17B-JANDA17-Weekday-17,44820249-JAN17B-JANDA17-Weekday-17,"Merivale",1,5272085
150-256,JAN17B-JANDA17-Weekday-17,44820250-JAN17B-JANDA17-Weekday-17,"Lincoln Fields",1,5271922
178-256,JAN17B-JANDA17-Weekday-17,44820251-JAN17B-JANDA17-Weekday-17,"Lincoln Fields",0,5272726
91-256,JAN17B-JANDA17-Weekday-17,44820253-JAN17B-JANDA17-Weekday-17,"Orléans",0,5272726
114-256,JAN17B-JANDA17-Weekday-17,44820254-JAN17B-JANDA17-Weekday-17,"Greenboro",1,5272418
290-256,JAN17B-JANDA17-Weekday-17,44820255-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272456
14-256,JAN17B-JANDA17-Weekday-17,44820256-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271589
14-256,JAN17B-JANDA17-Weekday-17,44820257-JAN17B-JANDA17-Weekday-17,"Carlington",1,5271589
14-256,JAN17B-JANDA17-Weekday-17,44820258-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271589
14-256,JAN17B-JANDA17-Weekday-17,44820259-JAN17B-JANDA17-Weekday-17,"Carlington",1,5271589
14-256,JAN17B-JANDA17-Weekday-17,44820260-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271589
14-256,JAN17B-JANDA17-Weekday-17,44820261-JAN17B-JANDA17-Weekday-17,"Carlington",1,5271716
14-256,JAN17B-JANDA17-Weekday-17,44820262-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271716
14-256,JAN17B-JANDA17-Weekday-17,44820263-JAN17B-JANDA17-Weekday-17,"Carlington",1,5271589
9-256,JAN17B-JANDA17-Weekday-17,44820264-JAN17B-JANDA17-Weekday-17,"Rideau",0,5272008
18-256,JAN17B-JANDA17-Weekday-17,44820265-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272095
18-256,JAN17B-JANDA17-Weekday-17,44820266-JAN17B-JANDA17-Weekday-17,"Rideau",1,5272095
18-256,JAN17B-JANDA17-Weekday-17,44820267-JAN17B-JANDA17-Weekday-17,"Rideau",1,5272095
18-256,JAN17B-JANDA17-Weekday-17,44820268-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272095
14-256,JAN17B-JANDA17-Weekday-17,44820269-JAN17B-JANDA17-Weekday-17,"Carlington",1,5271966
14-256,JAN17B-JANDA17-Weekday-17,44820270-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271966
18-256,JAN17B-JANDA17-Weekday-17,44820271-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272095
7-256,JAN17B-JANDA17-Weekday-17,44820272-JAN17B-JANDA17-Weekday-17,"St-Laurent",1,5271596
14-256,JAN17B-JANDA17-Weekday-17,44820273-JAN17B-JANDA17-Weekday-17,"Carlington",1,5271596
14-256,JAN17B-JANDA17-Weekday-17,44820274-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271596
14-256,JAN17B-JANDA17-Weekday-17,44820275-JAN17B-JANDA17-Weekday-17,"Carlington",1,5271596
14-256,JAN17B-JANDA17-Weekday-17,44820276-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271596
18-256,JAN17B-JANDA17-Weekday-17,44820277-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271596
18-256,JAN17B-JANDA17-Weekday-17,44820278-JAN17B-JANDA17-Weekday-17,"Rideau",1,5271596
14-256,JAN17B-JANDA17-Weekday-17,44820279-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271596
14-256,JAN17B-JANDA17-Weekday-17,44820280-JAN17B-JANDA17-Weekday-17,"Carlington",1,5271596
147-256,JAN17B-JANDA17-Weekday-17,44820281-JAN17B-JANDA17-Weekday-17,"Uplands South Keys",0,5271587
99-256,JAN17B-JANDA17-Weekday-17,44820282-JAN17B-JANDA17-Weekday-17,"Barrhaven Centre",1,5271587
99-256,JAN17B-JANDA17-Weekday-17,44820283-JAN17B-JANDA17-Weekday-17,"Greenboro",0,5271587
147-256,JAN17B-JANDA17-Weekday-17,44820284-JAN17B-JANDA17-Weekday-17,"Uplands South Keys",0,5271587
95-256,JAN17B-JANDA17-Weekday-17,44820285-JAN17B-JANDA17-Weekday-17,"Barrhaven Centre",1,5271561
99-256,JAN17B-JANDA17-Weekday-17,44820286-JAN17B-JANDA17-Weekday-17,"Greenboro",0,5271883
144-256,JAN17B-JANDA17-Weekday-17,44820287-JAN17B-JANDA17-Weekday-17,"South Keys",1,5271651
146-256,JAN17B-JANDA17-Weekday-17,44820288-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272493
106-256,JAN17B-JANDA17-Weekday-17,44820289-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271993
106-256,JAN17B-JANDA17-Weekday-17,44820290-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271993
146-256,JAN17B-JANDA17-Weekday-17,44820291-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272092
146-256,JAN17B-JANDA17-Weekday-17,44820292-JAN17B-JANDA17-Weekday-17,"South Keys",0,5272092
146-256,JAN17B-JANDA17-Weekday-17,44820293-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272092
104-256,JAN17B-JANDA17-Weekday-17,44820294-JAN17B-JANDA17-Weekday-17,"Carleton",1,5271593
16-256,JAN17B-JANDA17-Weekday-17,44820295-JAN17B-JANDA17-Weekday-17,"Main",0,5272659
4-256,JAN17B-JANDA17-Weekday-17,44820296-JAN17B-JANDA17-Weekday-17,"Carleton",0,5272746
4-256,JAN17B-JANDA17-Weekday-17,44820297-JAN17B-JANDA17-Weekday-17,"Rideau",1,5272746
4-256,JAN17B-JANDA17-Weekday-17,44820298-JAN17B-JANDA17-Weekday-17,"Carleton",0,5272746
4-256,JAN17B-JANDA17-Weekday-17,44820299-JAN17B-JANDA17-Weekday-17,"Rideau",1,5272744
4-256,JAN17B-JANDA17-Weekday-17,44820300-JAN17B-JANDA17-Weekday-17,"Carleton",0,5272768
4-256,JAN17B-JANDA17-Weekday-17,44820301-JAN17B-JANDA17-Weekday-17,"Rideau",1,5272768
4-256,JAN17B-JANDA17-Weekday-17,44820302-JAN17B-JANDA17-Weekday-17,"Carleton",0,5272768
146-256,JAN17B-JANDA17-Weekday-17,44820303-JAN17B-JANDA17-Weekday-17,"South Keys",0,5272092
121-256,JAN17B-JANDA17-Weekday-17,44820304-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271852
121-256,JAN17B-JANDA17-Weekday-17,44820305-JAN17B-JANDA17-Weekday-17,"Blair",0,5271852
118-256,JAN17B-JANDA17-Weekday-17,44820306-JAN17B-JANDA17-Weekday-17,"Hurdman",0,5271790
106-256,JAN17B-JANDA17-Weekday-17,44820307-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5271606
94-256,JAN17B-JANDA17-Weekday-17,44820308-JAN17B-JANDA17-Weekday-17,"Millennium",1,5271543
91-256,JAN17B-JANDA17-Weekday-17,44820309-JAN17B-JANDA17-Weekday-17,"Baseline",1,5272050
91-256,JAN17B-JANDA17-Weekday-17,44820310-JAN17B-JANDA17-Weekday-17,"Orléans",0,5272050
91-256,JAN17B-JANDA17-Weekday-17,44820311-JAN17B-JANDA17-Weekday-17,"Baseline",1,5272050
91-256,JAN17B-JANDA17-Weekday-17,44820312-JAN17B-JANDA17-Weekday-17,"Orléans",0,5272050
91-256,JAN17B-JANDA17-Weekday-17,44820313-JAN17B-JANDA17-Weekday-17,"Baseline",1,5272050
85-256,JAN17B-JANDA17-Weekday-17,44820314-JAN17B-JANDA17-Weekday-17,"Lees",0,5271478
12-256,JAN17B-JANDA17-Weekday-17,44820315-JAN17B-JANDA17-Weekday-17,"Blair",0,5271959
106-256,JAN17B-JANDA17-Weekday-17,44820316-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271746
149-256,JAN17B-JANDA17-Weekday-17,44820317-JAN17B-JANDA17-Weekday-17,"Elmvale",0,5271662
149-256,JAN17B-JANDA17-Weekday-17,44820318-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271662
129-256,JAN17B-JANDA17-Weekday-17,44820319-JAN17B-JANDA17-Weekday-17,"Carson's",0,5272702
129-256,JAN17B-JANDA17-Weekday-17,44820320-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272702
146-256,JAN17B-JANDA17-Weekday-17,44820321-JAN17B-JANDA17-Weekday-17,"South Keys",0,5272004
146-256,JAN17B-JANDA17-Weekday-17,44820322-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272004
146-256,JAN17B-JANDA17-Weekday-17,44820323-JAN17B-JANDA17-Weekday-17,"South Keys",0,5272697
146-256,JAN17B-JANDA17-Weekday-17,44820324-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5271712
118-256,JAN17B-JANDA17-Weekday-17,44820325-JAN17B-JANDA17-Weekday-17,"Kanata",1,5271977
161-256,JAN17B-JANDA17-Weekday-17,44820326-JAN17B-JANDA17-Weekday-17,"Bridlewood",0,5271786
161-256,JAN17B-JANDA17-Weekday-17,44820327-JAN17B-JANDA17-Weekday-17,"Terry Fox",1,5271786
85-256,JAN17B-JANDA17-Weekday-17,44820328-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5271712
118-256,JAN17B-JANDA17-Weekday-17,44820329-JAN17B-JANDA17-Weekday-17,"Hurdman",0,5271977
128-256,JAN17B-JANDA17-Weekday-17,44820330-JAN17B-JANDA17-Weekday-17,"Blackburn Hamlet",0,5271617
126-256,JAN17B-JANDA17-Weekday-17,44820331-JAN17B-JANDA17-Weekday-17,"Pineview",0,5271617
126-256,JAN17B-JANDA17-Weekday-17,44820332-JAN17B-JANDA17-Weekday-17,"Blair",1,5271617
128-256,JAN17B-JANDA17-Weekday-17,44820333-JAN17B-JANDA17-Weekday-17,"Blackburn Hamlet",0,5271709
128-256,JAN17B-JANDA17-Weekday-17,44820334-JAN17B-JANDA17-Weekday-17,"Blair",1,5271709
126-256,JAN17B-JANDA17-Weekday-17,44820335-JAN17B-JANDA17-Weekday-17,"Pineview",0,5271984
126-256,JAN17B-JANDA17-Weekday-17,44820336-JAN17B-JANDA17-Weekday-17,"Blair",1,5271984
128-256,JAN17B-JANDA17-Weekday-17,44820337-JAN17B-JANDA17-Weekday-17,"Blackburn Hamlet",0,5271984
128-256,JAN17B-JANDA17-Weekday-17,44820338-JAN17B-JANDA17-Weekday-17,"Blair",1,5271984
126-256,JAN17B-JANDA17-Weekday-17,44820339-JAN17B-JANDA17-Weekday-17,"Pineview",0,5271984
126-256,JAN17B-JANDA17-Weekday-17,44820340-JAN17B-JANDA17-Weekday-17,"Blair",1,5271984
128-256,JAN17B-JANDA17-Weekday-17,44820341-JAN17B-JANDA17-Weekday-17,"Blackburn Hamlet",0,5271984
128-256,JAN17B-JANDA17-Weekday-17,44820342-JAN17B-JANDA17-Weekday-17,"Blair",1,5271984
126-256,JAN17B-JANDA17-Weekday-17,44820343-JAN17B-JANDA17-Weekday-17,"Pineview",0,5271984
126-256,JAN17B-JANDA17-Weekday-17,44820344-JAN17B-JANDA17-Weekday-17,"Blair",1,5271984
128-256,JAN17B-JANDA17-Weekday-17,44820345-JAN17B-JANDA17-Weekday-17,"Blackburn Hamlet",0,5271984
128-256,JAN17B-JANDA17-Weekday-17,44820346-JAN17B-JANDA17-Weekday-17,"Blair",1,5271984
126-256,JAN17B-JANDA17-Weekday-17,44820347-JAN17B-JANDA17-Weekday-17,"Pineview",0,5271984
126-256,JAN17B-JANDA17-Weekday-17,44820348-JAN17B-JANDA17-Weekday-17,"Blair",1,5271984
18-256,JAN17B-JANDA17-Weekday-17,44820349-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272078
14-256,JAN17B-JANDA17-Weekday-17,44820350-JAN17B-JANDA17-Weekday-17,"St-Laurent",0,5272078
14-256,JAN17B-JANDA17-Weekday-17,44820351-JAN17B-JANDA17-Weekday-17,"Carlington",1,5272078
149-256,JAN17B-JANDA17-Weekday-17,44820352-JAN17B-JANDA17-Weekday-17,"Hurdman",1,5272398
118-256,JAN17B-JANDA17-Weekday-17,44820353-JAN17B-JANDA17-Weekday-17,"Hurdman",0,5271495
118-256,JAN17B-JANDA17-Weekday-17,44820354-JAN17B-JANDA17-Weekday-17,"Kanata",1,5271495
176-256,JAN17B-JANDA17-Weekday-17,44820355-JAN17B-JANDA17-Weekday-17,"Tunney's Pasture",1,5271600
282-256,JAN17B-JANDA17-Weekday-17,44820356-JAN17B-JANDA17-Weekday-17,"Pinecrest",1,5272781
118-256,JAN17B-JANDA17-Weekday-17,44820357-JAN17B-JANDA17-Weekday-17,"Hurdman",0,5271740
85-256,JAN17B-JANDA17-Weekday-17,44820358-JAN17B-JANDA17-Weekday-17,"Lees",0,5271645
85-256,JAN17B-JANDA17-Weekday-17,44820359-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5271645
97-256,JAN17B-JANDA17-Weekday-17,44820360-JAN17B-JANDA17-Weekday-17,"Airport / Aéroport",0,5271867
97-256,JAN17B-JANDA17-Weekday-17,44820361-JAN17B-JANDA17-Weekday-17,"Bayshore",1,5271819
85-256,JAN17B-JANDA17-Weekday-17,44820362-JAN17B-JANDA17-Weekday-17,"Lees",0,5271645
12-256,JAN17B-JANDA17-Weekday-17,44820363-JAN17B-JANDA17-Weekday-17,"Blair",0,5271836
